from,to,interaction_type
SRRM2_S323,SRRM2,phosphosite-protein
SRRM2_T848,SRRM2,phosphosite-protein
SRRM2_S456,SRRM2,phosphosite-protein
SRRM2_S508,SRRM2,phosphosite-protein
SRRM2_S510,SRRM2,phosphosite-protein
SRRM2_S508,SRRM2,phosphosite-protein
SRRM2_T2104,SRRM2,phosphosite-protein
SRRM2_T2397,SRRM2,phosphosite-protein
SRRM2_S351,SRRM2,phosphosite-protein
SRRM2_S895,SRRM2,phosphosite-protein
SRRM2_S486,SRRM2,phosphosite-protein
SRRM2_S820,SRRM2,phosphosite-protein
SRRM2_S2018,SRRM2,phosphosite-protein
SRRM2_S2018,SRRM2,phosphosite-protein
SRRM2_S1444,SRRM2,phosphosite-protein
SRRM2_T1986,SRRM2,phosphosite-protein
SRRM2_S1497,SRRM2,phosphosite-protein
SRRM2_S1497,SRRM2,phosphosite-protein
SRRM2_S398,SRRM2,phosphosite-protein
SRRM2_S1112,SRRM2,phosphosite-protein
SRRM2_S908,SRRM2,phosphosite-protein
SRRM2_S783,SRRM2,phosphosite-protein
SRRM2_S894,SRRM2,phosphosite-protein
CDK1,NUP214_S678,kinase-substrate
CDK1,LMNA_S22,kinase-substrate
MAPK3,LMNA_S22,kinase-substrate
GSK3A,LMNA_S22,kinase-substrate
MAPK1,LMNA_S22,kinase-substrate
MAPK7,PIAS1_S503,kinase-substrate
CHUK,PIAS1_S503,kinase-substrate
SNX1,SNX2,protein-protein
SNX2_S185,SNX2,phosphosite-protein
CLK2,TRA2B_S37,kinase-substrate
STAT1,ST13,protein-protein
HSPA4,ST13,protein-protein
ST13_S79,ST13,phosphosite-protein
ST13_S75,ST13,phosphosite-protein
GRK5,SNCG_S124,kinase-substrate
GRK6,SNCG_S124,kinase-substrate
GRK1,SNCG_S124,kinase-substrate
ADRBK1,SNCG_S124,kinase-substrate
CHEK1,SRRM2_S1499,kinase-substrate
CLK1,SRRM2_S1499,kinase-substrate
GSK3A,GSK3A_S72,kinase-substrate
CSNK1A1,GSK3A_S72,kinase-substrate
CSNK1G1,GSK3A_S72,kinase-substrate
PRKCG,GSK3A_S72,kinase-substrate
PDK1,GSK3A_S72,kinase-substrate
CSNK2A1,GSK3A_S72,kinase-substrate
CDK1,SRRM2_T866,kinase-substrate
PRKG1,PPP1R14A_S128,kinase-substrate
ROCK2,PPP1R14A_S128,kinase-substrate
ROCK1,PPP1R14A_S128,kinase-substrate
CSNK1D,PACS1_S762,kinase-substrate
CSNK2A1,PACS1_S762,kinase-substrate
MAD1L1,TPR,protein-protein
RANBP2,TPR,protein-protein
CETN2,TPR,protein-protein
NUP98,TPR,protein-protein
TPR_S379,TPR,phosphosite-protein
TPR_S379,TPR,phosphosite-protein
NUP153,TPR,protein-protein
DYNC1LI1,TPR,protein-protein
ATXN1,RBM17,protein-protein
MAPK3,ARRB1,protein-protein
MAPK1,ARRB1,protein-protein
RAF1,ARRB1,protein-protein
ARRB1_S412,ARRB1,phosphosite-protein
ARRB1_S412,ARRB1,phosphosite-protein
ARRB1_S412,ARRB1,phosphosite-protein
ARRB1_S412,ARRB1,phosphosite-protein
ARRB1_S412,ARRB1,phosphosite-protein
ARRB1_S412,ARRB1,phosphosite-protein
ARRB1_S412,ARRB1,phosphosite-protein
ARRB1_S412,ARRB1,phosphosite-protein
ARRB1_S412,ARRB1,phosphosite-protein
MAP2K2,ARRB1,protein-protein
AP2M1,ARRB1,protein-protein
MAP2K1,ARRB1,protein-protein
SRC,ARRB1,protein-protein
MAPK3,IRS2_S736,kinase-substrate
MAPK10,IRS2_S736,kinase-substrate
MAPK8,IRS2_S736,kinase-substrate
GSK3B,IRS2_S736,kinase-substrate
GSK3A,IRS2_S736,kinase-substrate
MAPK1,IRS2_S736,kinase-substrate
IKBKB,IRS2_S736,kinase-substrate
CHUK,IRS2_S736,kinase-substrate
PDK1,IRS2_S736,kinase-substrate
PRKCB,SIPA1L2_S1029,kinase-substrate
LMNB1,EMD,protein-protein
BCLAF1,EMD,protein-protein
LMNA,EMD,protein-protein
EMD_S49,EMD,phosphosite-protein
EMD_S49,EMD,phosphosite-protein
MARK3,PRKCQ_T538,kinase-substrate
RAF1,PRKCQ_T538,kinase-substrate
PRKCD,PRKCQ_T538,kinase-substrate
MAP4K3,PRKCQ_T538,kinase-substrate
ARAF,PRKCQ_T538,kinase-substrate
PRKCH,PRKCQ_T538,kinase-substrate
PRKCT,PRKCQ_T538,kinase-substrate
CLK1,SRRM2_T2409,kinase-substrate
CLK1,SRRM2_S837,kinase-substrate
CDK5,LIMK1_S210,kinase-substrate
ROCK2,LIMK1_S210,kinase-substrate
ROCK1,LIMK1_S210,kinase-substrate
CDC42BPA,LIMK1_S210,kinase-substrate
CDK1,SIN3B_S1003,kinase-substrate
CYLD_S418,CYLD,phosphosite-protein
CYLD_S418,CYLD,phosphosite-protein
RNF31,CYLD,protein-protein
CDK1,GTF3C2_S893,kinase-substrate
RAF1,RIN1_S258,kinase-substrate
PKD1,RIN1_S258,kinase-substrate
TGFB1I1,PTK2,protein-protein
EP300,HDAC2,protein-protein
MTOR,YWHAE,protein-protein
RAF1,YWHAE,protein-protein
MAP2K2,YWHAE,protein-protein
HDAC4,YWHAE,protein-protein
YWHAE_T208,YWHAE,phosphosite-protein
YWHAE_T208,YWHAE,phosphosite-protein
CDKN1B,YWHAE,protein-protein
FOXO3,YWHAE,protein-protein
KSR1,YWHAE,protein-protein
YWHAQ,YWHAE,protein-protein
YWHAZ,YWHAE,protein-protein
CTNNB1,YWHAE,protein-protein
SORT1,YWHAE,protein-protein
RPTOR,YWHAE,protein-protein
DEPTOR,YWHAE,protein-protein
TSC1,YWHAE,protein-protein
NDEL1,YWHAE,protein-protein
TSC2,YWHAE,protein-protein
AKT1S1,YWHAE,protein-protein
MAP2K1,YWHAE,protein-protein
BRAF,YWHAE,protein-protein
MOK,S100A13_S32,kinase-substrate
AKT1,DKC1,protein-protein
MTOR,DKC1,protein-protein
NOP56,DKC1,protein-protein
PTGES3,DKC1,protein-protein
HNRNPC,DKC1,protein-protein
HSP90AA1,DKC1,protein-protein
NCL,DKC1,protein-protein
NOLC1,DKC1,protein-protein
DKC1_S494,DKC1,phosphosite-protein
DKC1_S453,DKC1,phosphosite-protein
DKC1_S451,DKC1,phosphosite-protein
DKC1_S453,DKC1,phosphosite-protein
RPS6KB1,DKC1,protein-protein
CLK1,SRRM2_S914,kinase-substrate
DMPK,CHRNA4_S561,kinase-substrate
HDAC1,HDAC2,protein-protein
SIN3B,HDAC2,protein-protein
SOX10,HDAC2,protein-protein
NCOR2,HDAC2,protein-protein
HDAC4,NCOR1,protein-protein
NCOR1_S2184,NCOR1,phosphosite-protein
NCOR1_S2184,NCOR1,phosphosite-protein
NCOR1_S2184,NCOR1,phosphosite-protein
NCOR1_S2184,NCOR1,phosphosite-protein
NCOR1_S2184,NCOR1,phosphosite-protein
NCOR1_S2438,NCOR1,phosphosite-protein
NCOR1_S2438,NCOR1,phosphosite-protein
NCOR1_S2438,NCOR1,phosphosite-protein
NCOR1_S2438,NCOR1,phosphosite-protein
HDAC2,NCOR1,protein-protein
TRIM28,NCOR1,protein-protein
SIN3A,NCOR1,protein-protein
NCOR1_S1472,NCOR1,phosphosite-protein
NCOR1_S1472,NCOR1,phosphosite-protein
NCOR1_S1472,NCOR1,phosphosite-protein
NCOR1_S1472,NCOR1,phosphosite-protein
NCOR1_S1472,NCOR1,phosphosite-protein
NCOR1_S1472,NCOR1,phosphosite-protein
NCOR1_S2120,NCOR1,phosphosite-protein
NCOR1_S2120,NCOR1,phosphosite-protein
NCOR1_S2120,NCOR1,phosphosite-protein
PRKACA,PRKAR2B,protein-protein
EZR,PRKAR2B,protein-protein
PRKAR2A,PRKAR2B,protein-protein
PRKAR1A,PRKAR2B,protein-protein
PRKAR1B,PRKAR2B,protein-protein
PRKAR2B_S114,PRKAR2B,phosphosite-protein
PRKAR2B_S114,PRKAR2B,phosphosite-protein
PRKAR2B_S114,PRKAR2B,phosphosite-protein
PRKAR2B_S114,PRKAR2B,phosphosite-protein
PRKAR2B_S114,PRKAR2B,phosphosite-protein
PRKAR2B_S114,PRKAR2B,phosphosite-protein
PRKCE,PRKAR2B,protein-protein
PKN1,PRKAR2B,protein-protein
TIAM1_S231,TIAM1,phosphosite-protein
TIAM1_S231,TIAM1,phosphosite-protein
TIAM1_S231,TIAM1,phosphosite-protein
TIAM1_S231,TIAM1,phosphosite-protein
EPHB1,TIAM1,protein-protein
TGFBR2,SPTBN1_S2338,kinase-substrate
CDK1,HSF1_S363,kinase-substrate
MAPK3,HSF1_S363,kinase-substrate
GSK3B,HSF1_S363,kinase-substrate
GSK3A,HSF1_S363,kinase-substrate
MAPK1,HSF1_S363,kinase-substrate
GSK3B,ZCCHC8_T479,kinase-substrate
GSK3A,ZCCHC8_T479,kinase-substrate
CLK1,SRRM2_S1975,kinase-substrate
CHUK,USP11_S953,kinase-substrate
CHEK1,DDX24_S82,kinase-substrate
SUDS3,HDAC2,protein-protein
TJP2_S294,TJP2,phosphosite-protein
TJP2_S294,TJP2,phosphosite-protein
TJP2_T925,TJP2,phosphosite-protein
TJP2_T933,TJP2,phosphosite-protein
TJP1,TJP2,protein-protein
TJP2_S398,TJP2,phosphosite-protein
TJP2_S1067,TJP2,phosphosite-protein
TJP2_S1068,TJP2,phosphosite-protein
WASL,BAIAP2,protein-protein
ABI1,BAIAP2,protein-protein
BAIAP2_S325,BAIAP2,phosphosite-protein
SGK1,BRAF_S446,kinase-substrate
RAF1,BRAF_S446,kinase-substrate
PRKACA,BRAF_S446,kinase-substrate
PRKCG,BRAF_S446,kinase-substrate
CAMK4,BRAF_S446,kinase-substrate
MAP2K6,BRAF_S446,kinase-substrate
PAK4,BRAF_S446,kinase-substrate
MAP2K3,BRAF_S446,kinase-substrate
MAP2K2,BRAF_S446,kinase-substrate
PAK2,BRAF_S446,kinase-substrate
MAP2K1,BRAF_S446,kinase-substrate
ARAF,BRAF_S446,kinase-substrate
PAK1,BRAF_S446,kinase-substrate
PRKCH,BRAF_S446,kinase-substrate
PRKCT,BRAF_S446,kinase-substrate
STX1A,VAMP4,protein-protein
STX1B,VAMP4,protein-protein
VAMP4_S30,VAMP4,phosphosite-protein
SNIP1,SNW1,protein-protein
MAP3K5,FAS,protein-protein
FAF1,FAS,protein-protein
FAS_S212,FAS,phosphosite-protein
FAS_S212,FAS,phosphosite-protein
FAS_S212,FAS,phosphosite-protein
SRC,FAS,protein-protein
SNIP1,PRPF3,protein-protein
FAS,FAF1,protein-protein
VCP,FAF1,protein-protein
FAF1_S270,FAF1,phosphosite-protein
RAF1,KSR1,protein-protein
MAP2K2,KSR1,protein-protein
YWHAE,KSR1,protein-protein
YWHAQ,KSR1,protein-protein
YWHAZ,KSR1,protein-protein
BRAP,KSR1,protein-protein
KSR1_S406,KSR1,phosphosite-protein
MAP2K1,KSR1,protein-protein
BRAF,KSR1,protein-protein
MAPK3,TERF2IP_S154,kinase-substrate
RAF1,TERF2IP_S154,kinase-substrate
MAPK7,TERF2IP_S154,kinase-substrate
DDX23_S107,DDX23,phosphosite-protein
SNRNP70,DDX23,protein-protein
PRPF3,DDX23,protein-protein
DDX23_S109,DDX23,phosphosite-protein
CD2BP2,DDX23,protein-protein
DDX23_S14,DDX23,phosphosite-protein
CSNK1D,PACS1_T763,kinase-substrate
CSNK2A1,PACS1_T763,kinase-substrate
CDK7,LEO1_S658,kinase-substrate
CSNK2A1,LEO1_S658,kinase-substrate
RBSN_S215,RBSN,phosphosite-protein
EHD1,RBSN,protein-protein
MAPK3,MAP1B_S1256,kinase-substrate
GSK3B,MAP1B_S1256,kinase-substrate
GSK3A,MAP1B_S1256,kinase-substrate
CDK5,MAP1B_S1256,kinase-substrate
USF1,GTF2I,protein-protein
IWS1_S398,IWS1,phosphosite-protein
SUPT5H,IWS1,protein-protein
IWS1_S511,IWS1,phosphosite-protein
IWS1_S513,IWS1,phosphosite-protein
IWS1_S438,IWS1,phosphosite-protein
IWS1_S440,IWS1,phosphosite-protein
IWS1_S400,IWS1,phosphosite-protein
IWS1_S313,IWS1,phosphosite-protein
IWS1_S377,IWS1,phosphosite-protein
IWS1_S420,IWS1,phosphosite-protein
MAPK3,ETV6_S213,kinase-substrate
HIPK2,ETV6_S213,kinase-substrate
MAPK1,ETV6_S213,kinase-substrate
PRKG1,GAPDH_T182,kinase-substrate
PRKCI,GAPDH_T182,kinase-substrate
CAMK1,GAPDH_T182,kinase-substrate
SRPK1,SRSF1_S205,kinase-substrate
DDB2,PARP1,protein-protein
PRKAA2,PRKAG2,protein-protein
PRKAA1,PRKAG2,protein-protein
PRKAB2,PRKAG2,protein-protein
PRKAG2_S113,PRKAG2,phosphosite-protein
PRKAG2_S219,PRKAG2,phosphosite-protein
PRKAG2_S219,PRKAG2,phosphosite-protein
PRKAG2_S219,PRKAG2,phosphosite-protein
PRKAG2_S196,PRKAG2,phosphosite-protein
PRKAG2_S196,PRKAG2,phosphosite-protein
ROCK2,MBP_S249,kinase-substrate
PRKCD,MBP_S249,kinase-substrate
CLK1,MBP_S249,kinase-substrate
PAK2,MBP_S249,kinase-substrate
MAP2K1,MBP_S249,kinase-substrate
PRKCI,MBP_S249,kinase-substrate
PAK1,MBP_S249,kinase-substrate
CDK2,LARP1_T649,kinase-substrate
CLK1,SRRM2_S1869,kinase-substrate
GPS1_S474,GPS1,phosphosite-protein
GPS1_S474,GPS1,phosphosite-protein
COPS3,GPS1,protein-protein
SNRNP70_S226,SNRNP70,phosphosite-protein
SNRNP70_S226,SNRNP70,phosphosite-protein
DDX23,SNRNP70,protein-protein
SRSF1,SNRNP70,protein-protein
CSNK1A1,CTNND1_S288,kinase-substrate
IKBKB,SRC_S17,kinase-substrate
RAF1,SRC_S17,kinase-substrate
PRKACA,SRC_S17,kinase-substrate
PRKCG,SRC_S17,kinase-substrate
CAMK2A,SRC_S17,kinase-substrate
CHUK,SRC_S17,kinase-substrate
PAK4,SRC_S17,kinase-substrate
PKD1,SRC_S17,kinase-substrate
PDK1,SRC_S17,kinase-substrate
PAK2,SRC_S17,kinase-substrate
PRKCI,SRC_S17,kinase-substrate
PRKCH,SRC_S17,kinase-substrate
PRKCT,SRC_S17,kinase-substrate
GNAZ_S27,GNAZ,phosphosite-protein
GNAZ_S27,GNAZ,phosphosite-protein
GNAZ_S27,GNAZ,phosphosite-protein
GNAZ_S27,GNAZ,phosphosite-protein
GNAZ_S27,GNAZ,phosphosite-protein
GNAZ_S27,GNAZ,phosphosite-protein
GNG2,GNAZ,protein-protein
CDK1,CDC23_T596,kinase-substrate
CDK2,CDC23_T596,kinase-substrate
NEK2,CDC23_T596,kinase-substrate
AURKA,CDC23_T596,kinase-substrate
XPC,KDM1A,protein-protein
VCL,CTNNA1,protein-protein
CTNNB1,CTNNA1,protein-protein
CTNND1,CTNNA1,protein-protein
PARD6A,CTNNA1,protein-protein
CTNNA1_S641,CTNNA1,phosphosite-protein
CTNNA1_S641,CTNNA1,phosphosite-protein
CTNNA1_S641,CTNNA1,phosphosite-protein
PRKCI,CTNNA1,protein-protein
IRS2_S1100,IRS2,phosphosite-protein
IRS2_S1100,IRS2,phosphosite-protein
IRS2_S1100,IRS2,phosphosite-protein
IRS2_S1100,IRS2,phosphosite-protein
IRS2_S1100,IRS2,phosphosite-protein
IRS2_S1100,IRS2,phosphosite-protein
IRS2_S1100,IRS2,phosphosite-protein
IRS2_S1100,IRS2,phosphosite-protein
IRS2_S1100,IRS2,phosphosite-protein
IRS2_S1100,IRS2,phosphosite-protein
IRS2_S1100,IRS2,phosphosite-protein
IRS2_T350,IRS2,phosphosite-protein
IRS2_T350,IRS2,phosphosite-protein
IRS2_T350,IRS2,phosphosite-protein
IRS2_T350,IRS2,phosphosite-protein
IRS2_T350,IRS2,phosphosite-protein
IRS2_T350,IRS2,phosphosite-protein
IRS2_T350,IRS2,phosphosite-protein
IRS2_T1202,IRS2,phosphosite-protein
IRS2_T1202,IRS2,phosphosite-protein
IRS2_T1202,IRS2,phosphosite-protein
IRS2_T1202,IRS2,phosphosite-protein
IRS2_T1202,IRS2,phosphosite-protein
IRS2_S1203,IRS2,phosphosite-protein
IRS2_S1203,IRS2,phosphosite-protein
IRS2_S1203,IRS2,phosphosite-protein
IRS2_S1203,IRS2,phosphosite-protein
IRS2_S1203,IRS2,phosphosite-protein
IRS2_S1203,IRS2,phosphosite-protein
IRS2_S1203,IRS2,phosphosite-protein
IRS2_S1203,IRS2,phosphosite-protein
IRS2_S1203,IRS2,phosphosite-protein
IRS2_S306,IRS2,phosphosite-protein
IRS2_S306,IRS2,phosphosite-protein
IRS2_S306,IRS2,phosphosite-protein
IRS2_S306,IRS2,phosphosite-protein
IRS2_S306,IRS2,phosphosite-protein
IRS2_S306,IRS2,phosphosite-protein
IRS2_S306,IRS2,phosphosite-protein
IRS2_S306,IRS2,phosphosite-protein
IRS2_S304,IRS2,phosphosite-protein
IRS2_S304,IRS2,phosphosite-protein
IRS2_S304,IRS2,phosphosite-protein
IRS2_S304,IRS2,phosphosite-protein
IRS2_S304,IRS2,phosphosite-protein
IRS2_S304,IRS2,phosphosite-protein
IRS2_S304,IRS2,phosphosite-protein
IRS2_S304,IRS2,phosphosite-protein
IRS2_S608,IRS2,phosphosite-protein
IRS2_S608,IRS2,phosphosite-protein
IRS2_S608,IRS2,phosphosite-protein
IRS2_S608,IRS2,phosphosite-protein
IRS2_S608,IRS2,phosphosite-protein
IRS2_S608,IRS2,phosphosite-protein
IRS2_S608,IRS2,phosphosite-protein
IRS2_S608,IRS2,phosphosite-protein
IRS2_S608,IRS2,phosphosite-protein
IRS2_S736,IRS2,phosphosite-protein
IRS2_S736,IRS2,phosphosite-protein
IRS2_S736,IRS2,phosphosite-protein
IRS2_S736,IRS2,phosphosite-protein
IRS2_S736,IRS2,phosphosite-protein
IRS2_S736,IRS2,phosphosite-protein
IRS2_S736,IRS2,phosphosite-protein
IRS2_S736,IRS2,phosphosite-protein
IRS2_S736,IRS2,phosphosite-protein
IRS2_S731,IRS2,phosphosite-protein
IRS2_S731,IRS2,phosphosite-protein
IRS2_S731,IRS2,phosphosite-protein
IRS2_S731,IRS2,phosphosite-protein
IRS2_S731,IRS2,phosphosite-protein
IRS2_S731,IRS2,phosphosite-protein
CRK,IRS2,protein-protein
IRS2_S594,IRS2,phosphosite-protein
IRS2_S594,IRS2,phosphosite-protein
IRS2_S594,IRS2,phosphosite-protein
IRS2_S594,IRS2,phosphosite-protein
IRS2_S594,IRS2,phosphosite-protein
IRS2_S577,IRS2,phosphosite-protein
IRS2_S577,IRS2,phosphosite-protein
IRS2_S577,IRS2,phosphosite-protein
IRS2_S577,IRS2,phosphosite-protein
IRS2_S577,IRS2,phosphosite-protein
IRS2_S577,IRS2,phosphosite-protein
IRS2_S577,IRS2,phosphosite-protein
IRS2_S577,IRS2,phosphosite-protein
IRS2_S577,IRS2,phosphosite-protein
CDK1,U2AF2_S79,kinase-substrate
CDK5,NES,protein-protein
NES_S471,NES,phosphosite-protein
NES_S471,NES,phosphosite-protein
NES_S471,NES,phosphosite-protein
SRRM1,SRSF1,protein-protein
SRSF1_S205,SRSF1,phosphosite-protein
SNRNP70,SRSF1,protein-protein
SRSF9,SRSF1,protein-protein
U2AF2,SRSF1,protein-protein
CDK2,SUDS3_S236,kinase-substrate
MAPK1,HNRNPD_S190,kinase-substrate
PRKG2,HNRNPD_S190,kinase-substrate
DAPK1,MAPK1_T185,kinase-substrate
NEK2,MAPK1_T185,kinase-substrate
MAPK1,MAPK1_T185,kinase-substrate
RAF1,MAPK1_T185,kinase-substrate
MAPK7,MAPK1_T185,kinase-substrate
ROCK2,MAPK1_T185,kinase-substrate
DAPK2,MAPK1_T185,kinase-substrate
MAP2K2,MAPK1_T185,kinase-substrate
TTK,MAPK1_T185,kinase-substrate
MAP2K1,MAPK1_T185,kinase-substrate
RPS6KA2,MAPK1_T185,kinase-substrate
DAPK3,MAPK1_T185,kinase-substrate
ADRBK1,MAPK1_T185,kinase-substrate
PRKCT,MAPK1_T185,kinase-substrate
PRKCB,EZR_S149,kinase-substrate
PRKG2,EZR_S149,kinase-substrate
ROCK2,EZR_S149,kinase-substrate
PRKCG,EZR_S149,kinase-substrate
PRKCA,EZR_S149,kinase-substrate
ROCK1,EZR_S149,kinase-substrate
PRKCT,EZR_S149,kinase-substrate
CSNK2A1,SYNRG_S469,kinase-substrate
CDK1,GTF2I_S674,kinase-substrate
MAPK3,GTF2I_S674,kinase-substrate
HIPK2,GTF2I_S674,kinase-substrate
PRKG1,GTF2I_S674,kinase-substrate
HDAC1,KDM1A,protein-protein
NUP214,RAN,protein-protein
HDAC4,RAN,protein-protein
RANBP2,RAN,protein-protein
KPNB1,RAN,protein-protein
RCC1,RAN,protein-protein
RAN_S135,RAN,phosphosite-protein
RAN_S135,RAN,phosphosite-protein
CSNK1A1,CDK5_T17,kinase-substrate
TTK,CDK5_T17,kinase-substrate
MAP2K1,CDK5_T17,kinase-substrate
CSNK1D,CDK5_T17,kinase-substrate
PRKCA,AKAP12_S629,kinase-substrate
PRKCE,AKAP12_S629,kinase-substrate
PKP2,CTNNB1,protein-protein
AXIN1,CTNNB1,protein-protein
MTOR,YWHAQ,protein-protein
RAF1,YWHAQ,protein-protein
MAP2K2,YWHAQ,protein-protein
CDKN1B,YWHAQ,protein-protein
FOXO3,YWHAQ,protein-protein
YWHAE,YWHAQ,protein-protein
KSR1,YWHAQ,protein-protein
YWHAZ,YWHAQ,protein-protein
CTNNB1,YWHAQ,protein-protein
RPTOR,YWHAQ,protein-protein
DEPTOR,YWHAQ,protein-protein
TSC1,YWHAQ,protein-protein
TSC2,YWHAQ,protein-protein
AKT1S1,YWHAQ,protein-protein
YWHAQ_S230,YWHAQ,phosphosite-protein
YWHAQ_S230,YWHAQ,phosphosite-protein
YWHAQ_S230,YWHAQ,phosphosite-protein
YWHAQ_S230,YWHAQ,phosphosite-protein
YWHAQ_S230,YWHAQ,phosphosite-protein
YWHAQ_S230,YWHAQ,phosphosite-protein
YWHAQ_S230,YWHAQ,phosphosite-protein
YWHAQ_S232,YWHAQ,phosphosite-protein
YWHAQ_S232,YWHAQ,phosphosite-protein
YWHAQ_S232,YWHAQ,phosphosite-protein
YWHAQ_S232,YWHAQ,phosphosite-protein
YWHAQ_S232,YWHAQ,phosphosite-protein
YWHAQ_S232,YWHAQ,phosphosite-protein
YWHAQ_S232,YWHAQ,phosphosite-protein
YWHAQ_S232,YWHAQ,phosphosite-protein
YWHAQ_S232,YWHAQ,phosphosite-protein
YWHAQ_S232,YWHAQ,phosphosite-protein
MAP2K1,YWHAQ,protein-protein
BRAF,YWHAQ,protein-protein
FYN,GRIN2B,protein-protein
GRIN2B_S930,GRIN2B,phosphosite-protein
GRIN2B_S930,GRIN2B,phosphosite-protein
GRIN2B_S930,GRIN2B,phosphosite-protein
GRIN2B_S930,GRIN2B,phosphosite-protein
GRIN2B_S930,GRIN2B,phosphosite-protein
GRIN2B_S930,GRIN2B,phosphosite-protein
GRIN2B_S1143,GRIN2B,phosphosite-protein
GRIN2B_S1143,GRIN2B,phosphosite-protein
DLG2,GRIN2B,protein-protein
GRIN2A,GRIN2B,protein-protein
GRIN2B_S917,GRIN2B,phosphosite-protein
GRIN2B_S917,GRIN2B,phosphosite-protein
ATM,SLC2A1_S490,kinase-substrate
MAP2K6,SLC2A1_S490,kinase-substrate
CHMP2A,VPS4A,protein-protein
VPS4A_S95,VPS4A,phosphosite-protein
PTGES3,VCP,protein-protein
NSFL1C,VCP,protein-protein
FAF1,VCP,protein-protein
VCP_S748,VCP,phosphosite-protein
UBXN1,VCP,protein-protein
VCP_S775,VCP,phosphosite-protein
GRIA1_S849,GRIA1,phosphosite-protein
GRIA1_S849,GRIA1,phosphosite-protein
GRIA1_S849,GRIA1,phosphosite-protein
GRIA1_S849,GRIA1,phosphosite-protein
GRIA1_S849,GRIA1,phosphosite-protein
GRIA1_S849,GRIA1,phosphosite-protein
GRIA1_S849,GRIA1,phosphosite-protein
GRIA1_S849,GRIA1,phosphosite-protein
CACNG8,GRIA1,protein-protein
CACNG2,GRIA1,protein-protein
CSNK2A1,EIF5_S389,kinase-substrate
CDK1,TSC1_S394,kinase-substrate
MAPK3,TSC1_S394,kinase-substrate
GSK3B,TSC1_S394,kinase-substrate
GSK3A,TSC1_S394,kinase-substrate
MAPK1,TSC1_S394,kinase-substrate
IKBKB,TSC1_S394,kinase-substrate
CDK4,TSC1_S394,kinase-substrate
RPS6KA2,TSC1_S394,kinase-substrate
EP300,CTNNB1,protein-protein
GTF2F1,SMARCC2,protein-protein
SMARCA2,SMARCC2,protein-protein
SMARCC2_S304,SMARCC2,phosphosite-protein
NF1,SMARCC2,protein-protein
SMARCC2_S302,SMARCC2,phosphosite-protein
HSPA8,DNAJC5,protein-protein
DNAJC5_S15,DNAJC5,phosphosite-protein
DNAJC5_S10,DNAJC5,phosphosite-protein
CLK1,SRRM2_S2581,kinase-substrate
AKT1,LMNA_S404,kinase-substrate
PRKACA,PDE8A_S457,kinase-substrate
STX1A,STX4,protein-protein
VAMP2,STX4,protein-protein
STX4_S14,STX4,phosphosite-protein
STX4_S14,STX4,phosphosite-protein
STX4_S15,STX4,phosphosite-protein
STX4_S117,STX4,phosphosite-protein
CDK1,PSMD2_S16,kinase-substrate
CDK2,PSMD2_S16,kinase-substrate
AURKA,PSMD2_S16,kinase-substrate
CLK1,SRRM2_T810,kinase-substrate
DYRK1A,CCNL2_S369,kinase-substrate
MAPK10,MAPK8IP3_S365,kinase-substrate
MAPK8,MAPK8IP3_S365,kinase-substrate
RAF1,MAPK8IP3_S365,kinase-substrate
MAPK9,MAPK8IP3_S365,kinase-substrate
MAP2K4,MAPK8IP3_S365,kinase-substrate
ROCK1,MAPK8IP3_S365,kinase-substrate
PYGO2,CTNNB1,protein-protein
PRKDC,XRCC6,protein-protein
CETN2,XRCC6,protein-protein
XRCC6_S477,XRCC6,phosphosite-protein
XRCC6_S477,XRCC6,phosphosite-protein
TERF2,XRCC6,protein-protein
KDM1A,XRCC6,protein-protein
PARP1,XRCC6,protein-protein
RAD23B,XRCC6,protein-protein
MSH2,XRCC6,protein-protein
PNKP,XRCC6,protein-protein
CLK1,RBM39_S136,kinase-substrate
NCL,NPM1,protein-protein
NPM1_S125,NPM1,phosphosite-protein
NPM1_S125,NPM1,phosphosite-protein
NPM1_S125,NPM1,phosphosite-protein
NPM1_S125,NPM1,phosphosite-protein
NPM1_S125,NPM1,phosphosite-protein
NPM1_S125,NPM1,phosphosite-protein
NPM1_S125,NPM1,phosphosite-protein
MAPK3,PRKCG_S326,kinase-substrate
GSK3A,PRKCG_S326,kinase-substrate
MAPK1,PRKCG_S326,kinase-substrate
SRSF9_S216,SRSF9,phosphosite-protein
SRSF1,SRSF9,protein-protein
BUB3,CDC16,protein-protein
ANAPC1,CDC16,protein-protein
CDC16_S560,CDC16,phosphosite-protein
CDC16_S560,CDC16,phosphosite-protein
CDC16_S560,CDC16,phosphosite-protein
CDC16_S560,CDC16,phosphosite-protein
CDC23,CDC16,protein-protein
ANAPC2,CDC16,protein-protein
FOXO1,CTNNB1,protein-protein
CDK16,CCNY,protein-protein
CCNY_S336,CCNY,phosphosite-protein
CDK7,CCNY,protein-protein
CLK1,SRRM2_T792,kinase-substrate
CLK1,SRRM2_T1003,kinase-substrate
GSK3B,ACBD3_S43,kinase-substrate
LIMK1_S310,LIMK1,phosphosite-protein
LIMK1_S310,LIMK1,phosphosite-protein
LIMK1_S310,LIMK1,phosphosite-protein
LIMK1_S310,LIMK1,phosphosite-protein
LIMK1_S310,LIMK1,phosphosite-protein
LIMK1_S210,LIMK1,phosphosite-protein
